무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
G6680,충청남도,천안시 서북구,시도,,한들3로,1,,충청남도 천안시 서북구 백석동 105,36.82905011,127.1234501,환서초등학교 정문 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6681,충청남도,천안시 서북구,시도,,두정역서1길,1,,충청남도 천안시 서북구 두정동 1626,36.83591601,127.146886,천안두정초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6682,충청남도,천안시 서북구,시도,,부성1길,2,,충청남도 천안시 서북구 두정동 956,36.83575147,127.1359207,천안부성초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6683,충청남도,천안시 서북구,시도,,공단6로,1,,충청남도 천안시 서북구 차암동 549,36.84414301,127.105632,천안차암초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6684,충청남도,천안시 서북구,시도,,성환2로,2,,충청남도 천안시 서북구 성환읍 성환리 274-2,36.91797801,127.133438,성환초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6685,충청남도,천안시 서북구,시도,,연암로,1,,충청남도 천안시 서북구 성환읍 수향리 270-1,36.94919701,127.146134,대홍초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6686,충청남도,천안시 서북구,지방도,70,연암로,2,,충청남도 천안시 서북구 성환읍 도하리 345-4,36.94769501,127.1643601,도하초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6687,충청남도,천안시 서북구,시도,,신방로,2,,충청남도 천안시 서북구 성환읍 신방리 95,36.92845701,127.0863401,신방초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6688,충청남도,천안시 서북구,시도,,성거길,2,,충청남도 천안시 서북구 성거읍 송남리 18-1,36.87132201,127.201278,성거초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6689,충청남도,천안시 동남구,시도,,미죽로,1,,충청남도 천안시 동남구 미죽리 206-2,36.73870601,127.151397,미죽초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6690,충청남도,천안시 동남구,시도,,동산1길,1,,충청남도 천안시 동남구 동산리 604,36.77781301,127.348907,천동초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6691,충청남도,천안시 동남구,시도,,신계5길,2,,충청남도 천안시 동남구 신계리 106-8,36.77374301,127.215698,신흥초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6692,충청남도,천안시 서북구,시도,,성진로,1,,충청남도 천안시 서북구 하장리 23-13,36.91541501,127.225578,양대초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6652,충청남도,천안시 동남구,지방도,623,광덕로,2,,충청남도 천안시 동남구 광덕면 행정리 105-2,36.6879011,127.1576011,행정초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6653,충청남도,천안시 동남구,시도,,용정길,2,,충청남도 천안시 동남구 풍세면 용정리 958-1,36.7447011,127.1034011,용정초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6654,충청남도,천안시 동남구,시도,,신촌4로,1,,충청남도 천안시 동남구 신방동 768-1,36.7875011,127.1242011,천안신촌초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6655,충청남도,천안시 동남구,시도,,통정9로,1,,충청남도 천안시 동남구 신방동 1924,36.77127961,127.1296873,천안새샘초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6656,충청남도,천안시 동남구,시도,,풍세2길,1,,충청남도 천안시 동남구 풍세면 풍서리 452,36.7271011,127.1195011,풍세초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6657,충청남도,천안시 동남구,시도,,충절로,1,,충청남도 천안시 동남구 삼룡동 246-24,36.7912011,127.1628011,천안삼거리초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6658,충청남도,천안시 동남구,시도,,버들1길,3,,충청남도 천안시 동남구 원성동 304,36.8044011,127.1526011,천안남산초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6659,충청남도,천안시 동남구,시도,,영성로,3,,충청남도 천안시 동남구 오룡동 179,36.8044011,127.1502011,천안중앙초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6660,충청남도,천안시 동남구,시도,,중앙로,3,,충청남도 천안시 동남구 성황동 36,36.8142011,127.153011,천안초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6661,충청남도,천안시 동남구,시도,,청수로,3,,충청남도 천안시 동남구 청수동 235,36.788011,127.1503011,천안청수초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6662,충청남도,천안시 동남구,시도,,신사대화로,3,,충청남도 천안시 동남구 성남면 신사리 345,36.74237208,127.2364445,신사초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6663,충청남도,천안시 동남구,시도,,새말1길,3,,충청남도 천안시 동남구 용곡동 497-15,36.8068011,127.1498011,천안용곡초등학교 앞,2,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6664,충청남도,천안시 동남구,시도,,터미널5길,2,,충청남도 천안시 동남구 신부동 670,36.8229011,127.1596011,천안신부초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G6665,충청남도,천안시 동남구,시도,,삼성5길,2,,충청남도 천안시 동남구 목천읍 삼성리 10-1,36.7605011,127.175011,천안부영초등학교 앞,1,30,,,2.0,2020.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
천안서북-F0015,충청남도,천안시 서북구,시도,,성정두정로,3,충청남도 천안시 서북구 성정두정로22,충청남도 천안시 서북구 성정동 1466,36.82757337,127.1415738,"성정두정로, 성정공원5로",4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안동남-F0128,충청남도,천안시 동남구,시도,,양지4길,3,충청남도 천안시 동남구 양지4길 6-7,충청남도 천안시 동남구 봉명동 59-4,36.8071111,127.1386111,자연유치원 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0129,충청남도,천안시 동남구,시도,,성황로,3,충청남도 천안시 동남구 성황로 66,충청남도 천안시 동남구 문화동 2-304,36.8124111,127.1562111,천안역필하우스2단지아파트 주변,4,0,,,2.0,2023.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0130,충청남도,천안시 동남구,시도,,양지2길,3,충청남도 천안시 동남구 양지2길 22,충청남도 천안시 동남구 양지 2길 22,36.8088111,127.1361111,세중아유치원 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0131,충청남도,천안시 동남구,시도,,청수11로,3,충청남도 천안시 동남구 청수11로 35,충청남도 천안시 동남구 청수11로 35,36.7826111,127.1561111,청당동 롯데시네마,4,0,,,,2023.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0132,충청남도,천안시 동남구,시도,,문암로,3,,충청남도 천안시 동남구 안서동 381-5,36.8414111,127.1814111,백석대학교 후문,4,0,,,,2023.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0133,충청남도,천안시 동남구,시도,,문암로,3,,충청남도 천안시 동남구 안서동 526-57,36.8402111,127.1799111,백석대학교 정문,4,0,,,,2023.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0134,충청남도,천안시 동남구,시도,,풍세로,3,충청남도 천안시 동남구 수도산공원길 1,충청남도 천안시 동남구 청수동 435,36.7921111,127.1498111,청수금호어울림아파트 주변,4,0,,,,2023.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0104,충청남도,천안시 동남구,시도,,풍세로,3,,충청남도 천안시 동남구 용곡동 116-99,36.7811111,127.1404111,청룡초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0105,충청남도,천안시 동남구,시도,,청수로,3,,충청남도 천안시 동남구 구성동 524,36.7923111,127.1585111,구성초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0106,충청남도,천안시 동남구,시도,,청수15길,3,,충청남도 천안시 동남구 청수동 271,36.7876111,127.1509111,청수초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0107,충청남도,천안시 동남구,시도,,청수4로,3,,충청남도 천안시 동남구 청당동 302-4,36.7793111,127.1523111,청당초(한양수자인)부근,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0108,충청남도,천안시 동남구,시도,,병천2로,3,,충청남도 천안시 동남구 병천면 병천리 123-3,36.7648111,127.3007111,병천초 원형로타리부근,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0109,충청남도,천안시 동남구,시도,,충절로,3,,충청남도 천안시 동남구 목천읍 신계리 348-4,36.7697111,127.2029111,신계초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0110,충청남도,천안시 동남구,시도,,단대로,3,,충청남도 천안시 동남구 신부동 299-16,36.8258111,127.1546111,희망초등학교 부근,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0111,충청남도,천안시 동남구,시도,,신부4길,3,,충청남도 천안시 동남구 신부동 508-4,36.8175111,127.1648111,신부 동문굿모닝힐 후문,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0112,충청남도,천안시 동남구,시도,,청수13로,3,,충청남도 천안시 동남구 청당동 498,36.7831111,127.1532111,청당 하나로마트 앞,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0113,충청남도,천안시 동남구,시도,,청당산업길,3,,충청남도 천안시 동남구 구룡동 산73-8,36.7664111,127.1643111,중부화물터미널 삼거리,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0114,충청남도,천안시 동남구,시도,,신부4길,3,,충청남도 천안시 동남구 신부동 484-21,36.8175111,127.1617111,신안동 행정복지센터 주변,4,0,,,,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0115,충청남도,천안시 동남구,시도,,삼룡3길,3,,충청남도 천안시 동남구 청당동 977,36.7807111,127.1635111,종합사회복지관 주변,4,0,,,,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0116,충청남도,천안시 동남구,시도,,청당3길,3,,충청남도 천안시 동남구 청당동 118-13,36.7781111,127.1553111,청당벽산블루밍 주변,4,0,,,,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0117,충청남도,천안시 동남구,시도,,청수7로,3,충청남도 천안시 동남구 청수7로 6,충청남도 천안시 동남구 청당동 835,36.7832111,127.1611111,좋은나무숲유치원 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0118,충청남도,천안시 동남구,시도,,다가2길,3,충청남도 천안시 동남구 다가2길 3,충청남도 천안시 동남구 다가동 380-11,36.7988111,127.1388111,일봉초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0119,충청남도,천안시 동남구,시도,,버들1길,3,충청남도 천안시 동남구 버들1길 30,충청남도 천안시 동남구 영성동 8-2,36.8036111,127.1527111,남산초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0120,충청남도,천안시 동남구,시도,,신촌4로,3,충청남도 천안시 동남구 신촌4로 16,충청남도 천안시 동남구 신방동 73-13,36.7886111,127.1264111,또바트유치원 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0121,충청남도,천안시 동남구,시도,,통정6로,3,충청남도 천안시 동남구 통정6로 46,충청남도 천안시 동남구 신방동 1631,36.7755111,127.1385111,세실유치원 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0122,충청남도,천안시 동남구,시도,,통정12로,3,충청남도 천안시 동남구 통정12로 85,충청남도 천안시 동남구 신방동1679,36.7754111,127.1366111,엔젤어린이집 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0123,충청남도,천안시 동남구,시도,,청수로,3,충청남도 천안시 동남구 청수로 126,충청남도 천안시 동남구 구성동 388-82,36.7937111,127.1578111,구성초등학교 정문,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0124,충청남도,천안시 동남구,시도,,봉명2길,3,충청남도 천안시 동남구 봉명2길 11,충청남도 천안시 동남구 봉명동 62-555,36.8056111,127.1357111,봉명초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0125,충청남도,천안시 동남구,시도,,봉서10길,3,충청남도 천안시 동남구 봉서10길 12,충청남도 천안시 동남구 봉명동 422-1,36.8132111,127.1323111,봉서초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0126,충청남도,천안시 동남구,시도,,새말1길,3,충청남도 천안시 동남구 새말1길 73,충청남도 천안시 동남구 용곡동 497-15,36.7869111,127.1311111,용곡초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0127,충청남도,천안시 동남구,시도,,일봉로,3,충청남도 천안시 동남구 일봉로 82-18,충청남도 천안시 동남구 용곡동 213-4,36.7892111,127.1381111,용소초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
